year,player_id,player,team,position,games,targets,receptions,receiving_yards,receiving_tds,receiving_air_yards,target_share
2022,00-0036194,Devin Asiasi,CIN,TE,5,4,2,5,0,59,0.0067
2022,00-0036457,Ty'Son Williams,ARI,RB,1,1,1,5,0,-1,0.0016
2022,00-0031384,Richard Rodgers,LAC,TE,3,4,1,4,0,-4,0.0058
2022,00-0032063,Mike Davis,BAL,RB,5,2,2,4,0,-7,0.0043
2022,00-0032436,Jeff Driskel,HOU,QB,7,1,1,4,0,-3,0.0018
2022,00-0032437,Kamu Grugier-Hill,ARI,OLB,12,1,1,4,0,0,0.0018
2022,00-0034614,Godwin Igwebuike,SEA,RB,5,1,1,3,0,3,0.0018
2022,00-0035184,Devine Ozigbo,DEN,RB,3,1,1,3,0,-4,0.0018
2022,00-0036176,Mason Kinsey,TEN,WR,2,1,1,3,0,3,0.0023
2022,00-0036829,Caleb Huntley,ATL,RB,12,2,2,3,0,-6,0.005
2022,00-0038092,Erik Ezukanma,MIA,WR,1,1,1,3,0,-4,0.0018
2022,00-0035891,Cody White,PIT,WR,1,1,1,2,0,0,0.0018
2022,00-0037013,Zach Wilson,NYJ,QB,9,1,1,2,1,2,0.0017
2022,00-0037272,Montrell Washington,DEN,WR,15,9,4,2,0,153,0.0166
2022,00-0029263,Russell Wilson,DEN,QB,15,1,1,1,0,-1,0.0018
2022,00-0019596,Tom Brady,TB,QB,17,1,0,0,0,16,0.0014
2022,00-0029664,Josh Gordon,TEN,WR,1,1,0,0,0,12,0.0023
2022,00-0030074,David Bakhtiari,GB,OT,4,1,0,0,0,1,0.0019
2022,00-0033057,Jack Conklin,CLE,OT,7,1,0,0,0,-9,0.002
2022,00-0033633,Tanner Gentry,BUF,WR,1,1,0,0,0,7,0.0018
2022,00-0034184,Gus Edwards,BAL,RB,9,2,0,0,0,6,0.0043
2022,00-0034676,James Washington,DAL,WR,1,1,0,0,0,6,0.0018
2022,00-0035099,Khari Blasingame,CHI,FB,5,1,0,0,0,-4,0.0028
2022,00-0035399,Stanley Morgan,CIN,WR,9,1,0,0,0,0,0.0017
2022,00-0036005,Noah Togiai,PHI,TE,1,1,0,0,0,4,0.002
2022,00-0036429,Charlie Woerner,SF,TE,5,2,0,0,0,43,0.004
2022,00-0036527,DJ Turner,LV,WR,5,1,0,0,0,-3,0.0018
2022,00-0036692,Miller Forristall,CLE,TE,1,1,0,0,0,5,0.002
2022,00-0036755,Jaret Patterson,WAS,RB,2,1,0,0,0,4,0.0019
2022,00-0036825,Feleipe Franks,ATL,TE,5,2,0,0,0,56,0.005
2022,00-0037055,Lance McCutcheon,LAR,WR,4,5,0,0,0,71,0.0097
2022,00-0037112,Jake Tonges,CHI,TE,1,1,0,0,0,13,0.0028
2022,00-0037348,Tanner Conner,MIA,TE,2,3,0,0,0,20,0.0053
2022,00-0037827,Tyrion Davis-Price,SF,RB,5,2,0,0,0,0,0.004
2022,00-0038149,Josh Ali,ATL,WR,1,1,0,0,0,45,0.0025
2022,00-0030456,Giovani Bernard,TB,RB,4,2,2,-1,0,-8,0.0028
2022,00-0035631,Drew Sample,CIN,TE,2,2,2,-2,0,-2,0.0034
2022,00-0038108,Bailey Zappe,NE,QB,4,1,1,-6,0,-8,0.0019
2022,00-0036355,Justin Herbert,LAC,QB,17,2,2,-10,0,-15,0.0029
2023,00-0033040,Tyreek Hill,MIA,WR,16,171,119,1799,13,1847,0.3115
2023,00-0036358,CeeDee Lamb,DAL,WR,17,181,135,1749,12,1722,0.2992
2023,00-0036963,Amon-Ra St. Brown,DET,WR,16,164,119,1515,10,1271,0.2857
2023,00-0039075,Puka Nacua,LAR,WR,17,160,105,1486,6,1453,0.2883
2023,00-0035676,A.J. Brown,PHI,WR,17,158,106,1456,7,1853,0.301
2023,00-0034827,DJ Moore,CHI,WR,17,136,96,1364,8,1476,0.2851
2023,00-0036261,Brandon Aiyuk,SF,WR,16,105,75,1342,7,1467,0.2229
2023,00-0036554,Nico Collins,HOU,WR,15,109,80,1297,8,1186,0.1926
2023,00-0031408,Mike Evans,TB,WR,17,136,79,1255,13,1906,0.2473
2023,00-0031544,Amari Cooper,CLE,WR,15,128,72,1250,5,1834,0.2144
2023,00-0030279,Keenan Allen,LAC,WR,13,150,108,1243,7,1452,0.2443
2023,00-0036900,Ja'Marr Chase,CIN,WR,16,145,100,1216,7,1254,0.2449
2023,00-0031588,Stefon Diggs,BUF,WR,17,160,107,1183,8,1658,0.2936
2023,00-0036252,Michael Pittman,IND,WR,16,156,109,1152,4,1227,0.2857
2023,00-0031381,Davante Adams,LV,WR,17,175,103,1144,8,1896,0.3296
2023,00-0037247,George Pickens,PIT,WR,17,106,63,1140,5,1428,0.219
2023,00-0037239,Chris Olave,NO,WR,16,138,87,1123,5,1834,0.2383
2023,00-0035640,DK Metcalf,SEA,WR,16,119,66,1114,8,1529,0.2176
2023,00-0036322,Justin Jefferson,MIN,WR,10,100,68,1074,5,1258,0.165
2023,00-0036912,DeVonta Smith,PHI,WR,16,112,81,1066,7,1350,0.2133
2023,00-0030564,DeAndre Hopkins,TEN,WR,17,137,75,1057,7,1934,0.2866
2023,00-0037740,Garrett Wilson,NYJ,WR,17,168,95,1042,3,1707,0.2984
2023,00-0033921,Chris Godwin Jr.,TB,WR,17,130,83,1024,2,1180,0.2364
2023,00-0033288,George Kittle,SF,TE,16,90,65,1020,6,852,0.1911
2023,00-0034837,Calvin Ridley,JAX,WR,17,136,76,1016,8,1771,0.2241
2023,00-0030035,Adam Thielen,CAR,WR,17,137,103,1014,4,1058,0.2566
2023,00-0036613,Jaylen Waddle,MIA,WR,14,104,72,1014,4,1051,0.1894
2023,00-0035659,Terry McLaurin,WAS,WR,17,132,79,1002,4,1514,0.2196
2023,00-0030506,Travis Kelce,KC,TE,15,121,93,984,5,807,0.202
2023,00-0033881,Evan Engram,JAX,TE,17,143,114,963,4,716,0.2356
2023,00-0035229,T.J. Hockenson,MIN,TE,15,127,95,960,5,976,0.2096
2023,00-0039067,Rashee Rice,KC,WR,16,102,79,938,7,491,0.1703
2023,00-0038994,Jordan Addison,MIN,WR,17,108,70,911,10,1347,0.1782
2023,00-0037238,Drake London,ATL,WR,16,110,69,905,2,1264,0.2165
2023,00-0032211,Tyler Lockett,SEA,WR,17,122,79,894,5,1322,0.223
2023,00-0035719,Deebo Samuel Sr.,SF,WR,15,89,60,892,7,586,0.189
2023,00-0039065,Sam LaPorta,DET,TE,17,120,86,889,10,851,0.2091
2023,00-0033885,David Njoku,CLE,TE,16,123,81,882,6,566,0.206
2023,00-0039064,Zay Flowers,BAL,WR,16,108,77,858,5,921,0.2269
2023,00-0037744,Trey McBride,ARI,TE,17,106,81,825,3,652,0.1963
2023,00-0034960,Jakobi Meyers,LV,WR,16,106,71,807,8,1028,0.1996
2023,00-0039146,Jayden Reed,GB,WR,16,94,64,793,8,970,0.1676
2023,00-0034775,Christian Kirk,JAX,WR,12,85,57,787,3,842,0.14
2023,00-0034348,Courtland Sutton,DEN,WR,16,90,59,772,10,1060,0.1887
2023,00-0038997,Josh Downs,IND,WR,17,98,68,771,2,707,0.1795
2023,00-0035535,Darius Slayton,NYG,WR,17,79,50,770,4,967,0.1629
2023,00-0038041,Jake Ferguson,DAL,TE,17,102,71,761,5,514,0.1686
2023,00-0036407,Jerry Jeudy,DEN,WR,16,87,54,758,2,1109,0.1824
2023,00-0036196,Gabe Davis,BUF,WR,16,81,45,746,7,1223,0.1486
2023,00-0033908,Cooper Kupp,LAR,WR,12,95,59,737,5,781,0.1712
2023,00-0036290,Cole Kmet,CHI,TE,16,90,73,719,6,557,0.1887
2023,00-0037545,Rashid Shaheed,NO,WR,15,75,46,719,5,1094,0.1295
2023,00-0035216,Diontae Johnson,PIT,WR,13,87,51,717,5,1106,0.1798
2023,00-0038977,Tank Dell,HOU,WR,10,75,47,709,7,1070,0.1325
2023,00-0037816,Romeo Doubs,GB,WR,17,96,59,674,8,1126,0.1711
2023,00-0038933,Dalton Kincaid,BUF,TE,16,91,73,673,2,538,0.167
2023,00-0033009,Tyler Boyd,CIN,WR,17,98,67,667,2,629,0.1655
2023,00-0036970,Kyle Pitts,ATL,TE,17,90,53,667,3,1029,0.1772
2023,00-0031236,Brandin Cooks,DAL,WR,16,81,54,657,8,1069,0.1339
2023,00-0036410,Tee Higgins,CIN,WR,12,76,42,656,5,973,0.1284
2023,00-0036980,Elijah Moore,CLE,WR,16,104,59,640,2,1155,0.1742
2023,00-0034383,Dalton Schultz,HOU,TE,15,88,59,635,5,669,0.1555
2023,00-0038543,Jaxon Smith-Njigba,SEA,WR,17,93,63,628,4,569,0.17
2023,00-0034270,Tyler Conklin,NYJ,TE,17,87,61,621,0,595,0.1545
2023,00-0033282,Curtis Samuel,WAS,WR,16,91,62,613,4,598,0.1514
2023,00-0037261,Khalil Shakir,BUF,WR,16,45,39,611,2,402,0.0826
2023,00-0033943,Josh Reynolds,DET,WR,16,64,40,608,5,645,0.1115
2023,00-0034351,Dallas Goedert,PHI,TE,14,83,59,592,3,445,0.1581
2023,00-0038120,Breece Hall,NYJ,RB,17,95,76,591,4,-48,0.1687
2023,00-0033858,Jonnu Smith,ATL,TE,17,70,50,582,3,458,0.1378
2023,00-0036988,Josh Palmer,LAC,WR,10,61,38,581,2,693,0.0993
2023,00-0038393,Dontayvion Wicks,GB,WR,15,58,39,581,4,591,0.1034
2023,00-0035662,Marquise Brown,ARI,WR,13,101,51,574,4,1186,0.187
2023,00-0033591,Noah Brown,HOU,WR,10,55,33,567,2,658,0.0972
2023,00-0031235,Odell Beckham Jr.,BAL,WR,14,64,35,565,3,888,0.1345
2023,00-0038559,Michael Wilson,ARI,WR,13,58,38,565,3,720,0.1074
2023,00-0033280,Christian McCaffrey,SF,RB,16,83,67,564,7,153,0.1762
2023,00-0038621,DeMario Douglas,NE,WR,14,79,49,561,0,648,0.146
2023,00-0031610,Darren Waller,NYG,TE,12,74,52,552,1,592,0.1526
2023,00-0037256,Rachaad White,TB,RB,17,70,64,549,3,-33,0.1273
2023,00-0034753,Mark Andrews,BAL,TE,10,61,45,544,6,443,0.1282
2023,00-0036345,K.J. Osborn,MIN,WR,15,75,48,540,3,659,0.1238
2023,00-0037809,Chig Okonkwo,TEN,TE,17,77,54,528,1,525,0.1611
2023,00-0034777,DJ Chark,CAR,WR,14,66,35,525,5,1016,0.1236
2023,00-0038117,Wan'Dale Robinson,NYG,WR,15,78,60,525,1,410,0.1608
2023,00-0037741,Jahan Dotson,WAS,WR,17,83,49,518,4,768,0.1381
2023,00-0037664,Alec Pierce,IND,WR,17,65,32,514,2,977,0.119
2023,00-0031260,Logan Thomas,WAS,TE,16,78,55,496,4,471,0.1298
2023,00-0033110,Tyler Higbee,LAR,TE,15,70,47,495,2,406,0.1261
2023,00-0032464,Kalif Raymond,DET,WR,17,44,35,489,1,388,0.0767
2023,00-0038542,Bijan Robinson,ATL,RB,17,86,58,487,4,24,0.1693
2023,00-0036849,Tutu Atwell,LAR,WR,14,67,39,483,3,767,0.1207
2023,00-0036973,Travis Etienne,JAX,RB,17,73,58,476,1,-67,0.1203
2023,00-0033906,Alvin Kamara,NO,RB,13,86,75,466,1,5,0.1485
2023,00-0034386,Justin Watson,KC,WR,15,53,27,460,3,928,0.0885
2023,00-0033526,Samaje Perine,DEN,RB,17,56,50,455,0,-10,0.1174
2023,00-0038129,Cade Otton,TB,TE,17,67,47,455,4,452,0.1218
2023,00-0032765,Michael Thomas,NO,WR,10,64,39,448,1,650,0.1105
2023,00-0037248,James Cook,BUF,RB,17,54,44,445,4,137,0.0991
2023,00-0033699,Austin Ekeler,LAC,RB,14,74,51,436,1,-82,0.1205
2023,00-0038544,Quentin Johnston,LAC,WR,17,67,38,431,2,861,0.1091
2023,00-0030431,Robert Woods,HOU,WR,14,75,40,426,1,732,0.1325
2023,00-0032398,Chris Moore,TEN,WR,15,35,22,424,0,641,0.0732
2023,00-0038124,Christian Watson,GB,WR,9,53,28,422,5,817,0.0945
2023,00-0033090,Hunter Henry,NE,TE,13,61,42,419,6,538,0.1128
2023,00-0034764,Michael Gallup,DAL,WR,16,57,34,418,2,624,0.0942
2023,00-0039062,Jonathan Mingo,CAR,WR,15,85,43,418,0,921,0.1592
2023,00-0035644,Noah Fant,SEA,TE,15,43,32,414,0,298,0.0786
2023,00-0036309,Darnell Mooney,CHI,WR,14,61,31,414,1,630,0.1279
2023,00-0033895,Gerald Everett,LAC,TE,15,70,51,411,3,282,0.114
2023,00-0037838,Isaiah Likely,BAL,TE,14,40,30,411,5,249,0.084
2023,00-0033307,Kendrick Bourne,NE,WR,8,55,37,406,4,574,0.1017
2023,00-0031547,DeVante Parker,NE,WR,13,55,33,394,0,640,0.1017
2023,00-0036328,Antonio Gibson,WAS,RB,16,59,48,389,2,-2,0.0982
2023,00-0039032,Tyjae Spears,TEN,RB,17,70,52,385,1,-12,0.1464
2023,00-0039052,Trey Palmer,TB,WR,17,68,39,385,3,736,0.1236
2023,00-0031549,Nelson Agholor,BAL,WR,16,45,35,381,4,418,0.0945
2023,00-0038976,Marvin Mims Jr.,DEN,WR,16,33,22,377,1,497,0.0692
2023,00-0033897,Joe Mixon,CIN,RB,17,64,52,376,3,-114,0.1081
2023,00-0038938,Jalin Hyatt,NYG,WR,13,40,23,373,0,841,0.0825
2023,00-0032775,Demarcus Robinson,LAR,WR,8,39,26,371,4,478,0.0703
2023,00-0036182,Nick Westbrook-Ikhine,TEN,WR,13,45,28,370,3,552,0.0941
2023,00-0037228,Jaylen Warren,PIT,RB,17,74,61,370,0,-115,0.1529
2023,00-0036040,Juwan Johnson,NO,TE,13,59,37,368,4,444,0.1019
2023,00-0036876,Kylen Granson,IND,TE,15,50,30,368,1,402,0.0916
2023,00-0037746,Brian Robinson,WAS,RB,15,43,36,368,4,-55,0.0715
2023,00-0036550,Rashod Bateman,BAL,WR,15,56,32,367,1,811,0.1176
2023,00-0034798,Durham Smythe,MIA,TE,13,43,35,366,0,284,0.0783
2023,00-0038996,Tucker Kraft,GB,TE,14,40,31,355,2,156,0.0713
2023,00-0037240,Jameson Williams,DET,WR,12,42,24,354,2,665,0.0732
2023,00-0034613,Tanner Hudson,CIN,TE,12,50,39,352,1,269,0.0845
2023,00-0036936,Rondale Moore,ARI,WR,17,62,40,352,1,322,0.1148
2023,00-0039144,Luke Musgrave,GB,TE,11,46,34,352,1,344,0.082
2023,00-0038563,Tre Tucker,LV,WR,13,34,19,331,2,624,0.064
2023,00-0034646,Brandon Powell,MIN,WR,17,44,29,324,1,332,0.0726
2023,00-0033891,Zay Jones,JAX,WR,9,64,34,321,2,871,0.1054
2023,00-0037267,Jerome Ford,CLE,RB,17,63,44,319,5,30,0.1055
2023,00-0035341,Trenton Irwin,CIN,WR,12,32,25,316,1,337,0.0541
2023,00-0039139,Jahmyr Gibbs,DET,RB,15,71,52,316,1,8,0.1237
2023,00-0034272,Marquez Valdes-Scantling,KC,WR,16,42,21,315,1,742,0.0701
2023,00-0033045,Ezekiel Elliott,NE,RB,17,65,51,313,2,-42,0.1201
2023,00-0034521,Allen Lazard,NYJ,WR,14,49,23,311,1,597,0.087
2023,00-0035261,Tony Pollard,DAL,RB,17,67,55,311,0,27,0.1107
2023,00-0036894,Pat Freiermuth,PIT,TE,11,47,32,308,2,311,0.0971
2023,00-0036637,Noah Gray,KC,TE,16,41,28,305,2,270,0.0684
2023,00-0039066,Michael Mayer,LV,TE,13,40,27,304,2,227,0.0753
2023,00-0034418,Cedrick Wilson Jr.,MIA,WR,11,38,22,296,3,429,0.0692
2023,00-0035700,Josh Jacobs,LV,RB,13,54,37,296,0,38,0.1017
2023,00-0033357,Taysom Hill,NO,TE,16,40,33,291,2,209,0.0691
2023,00-0035329,Donald Parham,LAC,TE,14,41,27,285,4,306,0.0668
2023,00-0037382,Brandon Johnson,DEN,WR,10,30,19,284,4,328,0.0629
2023,00-0031428,Allen Robinson,PIT,WR,15,49,34,280,0,370,0.1012
2023,00-0034844,Saquon Barkley,NYG,RB,14,60,41,280,4,134,0.1237
2023,00-0035500,Greg Dortch,ARI,WR,16,41,24,280,2,383,0.0759
2023,00-0037666,Jalen Tolbert,DAL,WR,14,36,22,268,2,474,0.0595
2023,00-0036259,Jauan Jennings,SF,WR,13,33,19,265,1,340,0.0701
2023,00-0033857,JuJu Smith-Schuster,NE,WR,11,47,29,260,1,338,0.0869
2023,00-0038134,Kenneth Walker III,SEA,RB,15,37,29,259,1,-79,0.0676
2023,00-0034983,Hunter Renfrow,LV,WR,14,37,25,255,0,207,0.0697
2023,00-0038115,Daniel Bellinger,NYG,TE,14,28,25,255,0,130,0.0577
2023,00-0033555,Mack Hollins,ATL,WR,12,30,18,251,0,375,0.0591
2023,00-0033536,Mike Williams,LAC,WR,3,26,19,249,1,307,0.0423
2023,00-0036244,Colby Parkinson,SEA,TE,15,34,25,247,2,218,0.0622
2023,00-0038612,A.T. Perry,NO,WR,8,18,12,246,4,293,0.0311
2023,00-0034829,Mike Gesicki,NE,TE,15,45,29,244,2,383,0.0832
2023,00-0037197,Isiah Pacheco,KC,RB,14,49,44,244,2,-113,0.0818
2023,00-0038090,Skyy Moore,KC,WR,13,38,21,244,1,339,0.0634
2023,00-0034419,Braxton Berrios,MIA,WR,16,33,27,238,1,229,0.0601
2023,00-0036875,Rhamondre Stevenson,NE,RB,12,51,38,238,0,13,0.0943
2023,00-0032392,Austin Hooper,LV,TE,16,31,25,234,0,130,0.0584
2023,00-0033293,Aaron Jones,GB,RB,11,43,30,233,1,-48,0.0766
2023,00-0036555,Chuba Hubbard,CAR,RB,17,44,39,233,0,-34,0.0824
2023,00-0032543,Alex Erickson,LAC,WR,8,29,16,232,1,295,0.0472
2023,00-0034854,KhaDarel Hodge,ATL,WR,14,23,14,232,0,330,0.0453
2023,00-0036165,Isaiah Hodgins,NYG,WR,14,33,21,230,3,269,0.068
2023,00-0038496,Xavier Gipson,NYJ,WR,17,38,21,229,0,358,0.0675
2023,00-0036997,Javonte Williams,DEN,RB,16,58,47,228,2,-99,0.1216
2023,00-0033572,Jamal Agnew,JAX,WR,11,21,14,225,1,253,0.0346
2023,00-0038979,Cedric Tillman,CLE,WR,11,44,21,224,0,468,0.0737
2023,00-0036265,AJ Dillon,GB,RB,15,28,22,223,0,1,0.0499
2023,00-0037742,Treylon Burks,TEN,WR,9,30,16,221,0,547,0.0628
2023,00-0036556,Brevin Jordan,HOU,TE,10,21,17,219,2,115,0.0371
2023,00-0037091,Bo Melton,GB,WR,4,24,16,218,1,267,0.0428
2023,00-0032764,Derrick Henry,TEN,RB,17,36,28,214,0,-100,0.0753
2023,00-0036275,D'Andre Swift,PHI,RB,16,49,39,214,1,27,0.0933
2023,00-0035249,Josh Oliver,MIN,TE,13,28,22,213,2,72,0.0462
2023,00-0036415,Van Jefferson,ATL,WR,14,43,20,209,0,686,0.0775
2023,00-0039021,Roschon Johnson,CHI,RB,15,40,34,209,0,-33,0.0839
2023,00-0039165,Zach Charbonnet,SEA,RB,16,40,33,209,0,-41,0.0731
2023,00-0033439,Pharaoh Brown,NE,TE,11,15,13,208,1,104,0.0277
2023,00-0038394,Will Mallory,IND,TE,11,26,18,207,0,203,0.0476
2023,00-0034975,Justice Hill,BAL,RB,16,39,28,206,1,23,0.0819
2023,00-0037840,Kyren Williams,LAR,RB,12,48,32,206,3,10,0.0865
2023,00-0036422,Adam Trautman,DEN,TE,16,35,22,204,3,226,0.0734
2023,00-0039040,De'Von Achane,MIA,RB,11,37,27,197,3,26,0.0674
2023,00-0038752,Jake Bobo,SEA,WR,14,25,19,196,2,150,0.0457
2023,00-0037005,Tommy Tremble,CAR,TE,15,32,23,194,3,204,0.0599
2023,00-0034981,Foster Moreau,NO,TE,13,25,21,193,1,122,0.0432
2023,00-0035250,Devin Singletary,HOU,RB,17,38,30,193,0,5,0.0671
2023,00-0037263,Tyler Allgeier,ATL,RB,17,23,18,193,1,-23,0.0453
2023,00-0031376,Jerick McKinnon,KC,RB,12,32,25,192,4,8,0.0534
2023,00-0034972,Alexander Mattison,MIN,RB,16,44,30,192,3,24,0.0726
2023,00-0036251,Zack Moss,IND,RB,14,37,27,192,2,-14,0.0678
2023,00-0036360,Clyde Edwards-Helaire,KC,RB,15,22,17,188,1,-54,0.0367
2023,00-0030061,Zach Ertz,ARI,TE,7,43,27,187,1,332,0.0796
2023,00-0035689,Dawson Knox,BUF,TE,10,36,22,186,2,253,0.0661
2023,00-0034830,Hayden Hurst,CAR,TE,9,32,18,184,1,242,0.0599
2023,00-0036919,Kenny Gainwell,PHI,RB,16,37,30,183,0,71,0.0705
2023,00-0037273,Kyle Philips,TEN,WR,8,22,15,181,0,197,0.046
2023,00-0034184,Gus Edwards,BAL,RB,17,13,12,180,0,32,0.0273
2023,00-0037837,Calvin Austin III,PIT,WR,16,30,17,180,1,378,0.062
2023,00-0031687,Raheem Mostert,MIA,RB,15,32,25,175,3,-20,0.0583
2023,00-0033246,Johnny Mundt,MIN,TE,10,23,17,172,1,114,0.038
2023,00-0034159,Will Dissly,SEA,TE,13,22,17,172,1,62,0.0402
2023,00-0036893,Najee Harris,PIT,RB,17,38,29,170,0,9,0.0785
2023,00-0036913,Kadarius Toney,KC,WR,13,38,27,169,1,112,0.0634
2023,00-0036626,Dyami Brown,WAS,WR,16,23,12,168,1,387,0.0383
2023,00-0038941,Tyler Scott,CHI,WR,13,32,17,168,0,370,0.0671
2023,00-0037257,David Bell,CLE,WR,9,23,14,167,3,142,0.0385
2023,00-0037304,Connor Heyward,PIT,FB,14,34,23,167,0,175,0.0702
2023,00-0033553,James Conner,ARI,RB,13,33,27,165,2,-23,0.0611
2023,00-0035208,Olamide Zaccheaus,PHI,WR,11,20,10,164,2,207,0.0381
2023,00-0035631,Drew Sample,CIN,TE,14,27,22,163,2,29,0.0456
2023,00-0039041,Elijah Higgins,ARI,TE,11,19,14,163,1,128,0.0352
2023,00-0035406,Lil'Jordan Humphrey,DEN,WR,11,19,13,162,3,186,0.0398
2023,00-0033217,Mo Alie-Cox,IND,TE,14,22,13,161,3,222,0.0403
2023,00-0034297,Byron Pringle,WAS,WR,13,22,14,161,0,297,0.0366
2023,00-0035298,Scott Miller,ATL,WR,11,16,11,161,2,195,0.0315
2023,00-0038794,Jaleel McLaughlin,DEN,RB,17,36,31,160,2,-140,0.0755
2023,00-0031941,Jamison Crowder,WAS,WR,16,20,16,159,1,122,0.0333
2023,00-0037276,Ty Chandler,MIN,RB,16,25,21,159,0,-47,0.0413
2023,00-0037614,John Metchie III,HOU,WR,14,30,16,158,0,266,0.053
2023,00-0038597,Chase Brown,CIN,RB,12,15,14,156,1,-45,0.0253
2023,00-0036233,Donovan Peoples-Jones,DET,WR,14,25,13,155,0,273,0.0419
2023,00-0036887,Luke Farrell,JAX,TE,10,15,13,155,0,71,0.0247
2023,00-0037475,Stone Smartt,LAC,TE,12,21,11,155,1,180,0.0342
2023,00-0035243,Miles Sanders,CAR,RB,16,41,27,154,0,23,0.0768
2023,00-0036223,Jonathan Taylor,IND,RB,10,23,19,153,1,-21,0.0421
2023,00-0036628,John Bates,WAS,TE,15,28,19,151,0,175,0.0466
2023,00-0037805,Jeremy Ruckert,NYJ,TE,10,22,16,151,0,139,0.0391
2023,00-0035215,Deonte Harty,BUF,WR,16,21,15,150,1,227,0.0385
2023,00-0037292,Andrew Ogletree,IND,TE,11,21,9,147,2,209,0.0385
2023,00-0036139,Rico Dowdle,DAL,RB,16,22,17,144,2,-11,0.0364
2023,00-0036271,Quez Watkins,PHI,WR,5,21,15,142,1,245,0.04
2023,00-0035628,D'Ernest Johnson,JAX,RB,16,12,10,140,0,10,0.0198
2023,00-0036955,Terrace Marshall Jr.,CAR,WR,8,33,19,139,0,238,0.0618
2023,00-0036387,Jalen Reagor,NE,WR,9,23,7,138,0,359,0.0425
2023,00-0034407,Ray-Ray McCloud,SF,WR,12,15,12,135,0,94,0.0318
2023,00-0036906,Khalil Herbert,CHI,RB,12,31,20,134,1,17,0.065
2023,00-0034364,Jordan Akins,CLE,TE,13,23,15,132,0,109,0.0385
2023,00-0038606,Parker Washington,JAX,WR,8,21,16,132,2,155,0.0346
2023,00-0032104,Ameer Abdullah,LV,RB,16,24,19,131,0,46,0.0452
2023,00-0037801,KaVontae Turpin,DAL,WR,16,18,12,127,3,163,0.0298
2023,00-0032688,Robbie Chosen,MIA,WR,6,6,4,126,1,141,0.0109
2023,00-0036438,Stephen Sullivan,CAR,TE,10,24,12,125,0,255,0.0449
2023,00-0038465,Malik Heath,GB,WR,12,24,15,125,1,210,0.0428
2023,00-0035140,Mecole Hardman,KC,WR,7,24,15,124,0,137,0.0426
2023,00-0034054,River Cracraft,MIA,WR,6,12,9,121,1,92,0.0219
2023,00-0037078,Cole Turner,WAS,TE,8,15,11,120,0,102,0.025
2023,00-0029892,Kyle Juszczyk,SF,FB,11,17,14,119,2,73,0.0361
2023,00-0030513,Latavius Murray,BUF,RB,15,22,17,119,0,34,0.0404
2023,00-0035125,Alec Ingold,MIA,FB,11,16,13,119,0,30,0.0291
2023,00-0038705,Emari Demercado,ARI,RB,11,30,21,119,0,27,0.0556
2023,00-0035685,David Montgomery,DET,RB,14,24,16,117,0,-19,0.0418
2023,00-0038551,Kendre Miller,NO,RB,7,11,10,117,0,-8,0.019
2023,00-0038619,Andrei Iosivas,CIN,WR,11,25,15,116,4,215,0.0422
2023,00-0034970,Irv Smith,CIN,TE,10,26,18,115,1,105,0.0439
2023,00-0034286,Richie James,KC,WR,9,14,10,114,0,129,0.0234
2023,00-0033757,Robert Tonyan,CHI,TE,12,17,11,112,0,145,0.0356
2023,00-0031585,MyCole Pruitt,ATL,TE,10,12,9,110,1,62,0.0236
2023,00-0035639,Parris Campbell,NYG,WR,10,27,20,104,0,91,0.0557
2023,00-0035664,Darrell Henderson,LAR,RB,4,14,10,103,0,-9,0.0252
2023,00-0036924,Michael Carter,ARI,RB,15,31,24,101,1,34,0.0551
2023,00-0037258,Dameon Pierce,HOU,RB,14,17,13,101,0,14,0.03
2023,00-0038040,Zamir White,LV,RB,13,19,15,98,0,4,0.0358
2023,00-0037539,Lucas Krull,DEN,TE,7,14,8,95,1,133,0.0294
2023,00-0039074,Davis Allen,LAR,TE,7,11,10,95,1,24,0.0198
2023,00-0032141,Geoff Swaim,ARI,TE,8,11,10,94,0,60,0.0204
2023,00-0033589,David Moore,TB,WR,6,7,5,94,1,49,0.0127
2023,00-0038589,Josh Whyle,TEN,TE,9,15,9,94,1,146,0.0314
2023,00-0038454,Keaton Mitchell,BAL,RB,7,11,9,93,0,-2,0.0231
2023,00-0036754,Brock Wright,DET,TE,9,14,13,91,1,40,0.0244
2023,00-0038104,Tyquan Thornton,NE,WR,9,23,13,91,0,230,0.0425
2023,00-0038618,Xavier Hutchinson,HOU,WR,12,19,8,90,0,216,0.0336
2023,00-0035414,Jalen Guyton,LAC,WR,7,21,10,89,1,218,0.0342
2023,00-0033308,Matt Breida,NYG,RB,15,21,17,88,0,1,0.0433
2023,00-0036020,Salvon Ahmed,MIA,RB,7,23,16,88,1,14,0.0419
2023,00-0038046,Charlie Kolar,BAL,TE,9,9,7,87,1,88,0.0189
2023,00-0034487,Trent Sherfield,BUF,WR,11,22,11,86,1,190,0.0404
2023,00-0034115,Jeff Wilson,MIA,RB,9,17,14,85,0,46,0.031
2023,00-0033923,Kareem Hunt,CLE,RB,15,21,15,84,0,-6,0.0352
2023,00-0036364,Lynn Bowden,NO,WR,8,16,11,83,0,80,0.0276
2023,00-0036497,Tim Jones,JAX,WR,10,18,11,83,0,152,0.0297
2023,00-0037487,Deven Thompkins,TB,WR,17,25,17,83,1,163,0.0455
2023,00-0033466,Isaiah McKenzie,IND,WR,13,14,11,82,0,35,0.0256
